Primary Interest,Secondary Interest,Tertiary Interest,Customer Number,Customer Name,Customer Type,Credit Rating,Annual Income,Account Status,MID
"Shopping","Soccer","Tennis",100251663.000000,"LUMMIS, RAY","RESIDENTIAL",481.000000,181280.000000,"ACTIVE","Sub_S2970"
"Travel","Soccer","Restaurants",100253227.000000,"HARRIS, DOREEN","RESIDENTIAL",434.000000,48160.000000,"ACTIVE","Sub_S2971"
"Soccer","Shopping","Restaurants",100253503.000000,"MARJAN, LYNDSAY","RESIDENTIAL",723.000000,163660.000000,"ACTIVE","Sub_S2972"
"Soccer","Travel","Research ",100253825.000000,"FREEDLAND, DANIELLA","RESIDENTIAL",633.000000,58140.000000,"ACTIVE","Sub_S2973"
"Shopping","Tennis","Restaurants",100256355.000000,"YIN, DALTON","RESIDENTIAL",756.000000,45530.000000,"ACTIVE","Sub_S2974"
"Shopping","Soccer","Tennis",100257321.000000,"OESTERREICH, LAVINIA","RESIDENTIAL",538.000000,33640.000000,"ACTIVE","Sub_S2975"
"Travel","Soccer","Shopping",100257551.000000,"EAKER, GARLAND","RESIDENTIAL",767.000000,140350.000000,"ACTIVE","Sub_S2976"
"Attractions","Soccer","Fun",100258471.000000,"LEANZA, KYRA","RESIDENTIAL",487.000000,110410.000000,"ACTIVE","Sub_S2977"
"Restaurants","Shopping","Travel",100258839.000000,"VOKES, ANTONINA","RESIDENTIAL",458.000000,38180.000000,"ACTIVE","Sub_S2978"
"Stocks","News","Sports ",100259253.000000,"MADDOX, LATONIA","RESIDENTIAL",462.000000,55610.000000,"ACTIVE","Sub_S2979"
"Travel","Stocks","News",100260817.000000,"SPORMAN, AFTON","RESIDENTIAL",419.000000,82510.000000,"ACTIVE","Sub_S2980"
"Sports","News","Shopping",100262059.000000,"SVEUM, HILDEGARDE","RESIDENTIAL",462.000000,125370.000000,"ACTIVE","Sub_S2981"
"Travel","Restaurants","Stocks",100262214.000000,"WELLING, MONROE","RESIDENTIAL",627.000000,72980.000000,"ACTIVE","Sub_S2982"
"Sports","News","Restaurants",100263134.000000,"KEALY, MARTHA","RESIDENTIAL",742.000000,140610.000000,"ACTIVE","Sub_S2983"
"Travel","Soccer","Restaurants",100263686.000000,"BURROW, JOSEF","RESIDENTIAL",504.000000,32490.000000,"ACTIVE","Sub_S2984"
"Sports","News","Shopping",100265388.000000,"CATACUTAN, MALIA","RESIDENTIAL",603.000000,37810.000000,"ACTIVE","Sub_S2985"
"Restaurants","Stocks","Travel",100265618.000000,"RONDON, BULA","RESIDENTIAL",426.000000,162400.000000,"ACTIVE","Sub_S2986"
"Travel","Soccer","Shopping",100265710.000000,"ADAS, SAVANNA","RESIDENTIAL",513.000000,69520.000000,"ACTIVE","Sub_S2987"
"Attractions","Soccer","Fun",100266952.000000,"LAVELETT, LILA","RESIDENTIAL",556.000000,154970.000000,"ACTIVE","Sub_S2988"
"Restaurants","Stocks","Travel",100267136.000000,"STGERARD, LUCIENNE","RESIDENTIAL",743.000000,128900.000000,"ACTIVE","Sub_S2989"
"News","Gaming","Stocks",100269114.000000,"KEAFFABER, RAMONA","RESIDENTIAL",720.000000,48160.000000,"ACTIVE","Sub_S2990"
"Travel","Soccer","Shopping",100269528.000000,"ROCHON, DODIE","RESIDENTIAL",747.000000,85410.000000,"ACTIVE","Sub_S2991"
"Sports","News","Restaurants",100271828.000000,"EADER, MARIAN","RESIDENTIAL",630.000000,18680.000000,"ACTIVE","Sub_S2992"
"Attractions","Soccer","Fun",100499703.000000,"PETKA, KAM","RESIDENTIAL",506.000000,104600.000000,"ACTIVE","Sub_S2584"
"Travel","Soccer","Shopping",100500071.000000,"DELFIERRO, TANNER","RESIDENTIAL",478.000000,61260.000000,"ACTIVE","Sub_S2585"
"Soccer","Shopping","Restaurants",100501221.000000,"BIRNBAUM, VANDA","RESIDENTIAL",432.000000,199050.000000,"ACTIVE","Sub_S2586"
"News","Gaming","Stocks",100501359.000000,"ASCHIM, MAXIMA","RESIDENTIAL",574.000000,141520.000000,"ACTIVE","Sub_S2587"
"Stocks","News","Sports ",100503291.000000,"GRANTHAM, ALBERT","RESIDENTIAL",500.000000,29570.000000,"ACTIVE","Sub_S2588"
"Soccer","Travel","Research ",100504211.000000,"POSTIGLIONE, LEONIE","RESIDENTIAL",617.000000,29390.000000,"ACTIVE","Sub_S2589"
"Stocks","News","Sports ",100504395.000000,"NIBLOCK, HANG","RESIDENTIAL",810.000000,72260.000000,"ACTIVE","Sub_S2590"
"Sports","News","Shopping",100505085.000000,"CLENDENING, AUSTIN","RESIDENTIAL",688.000000,28450.000000,"ACTIVE","Sub_S2591"
"Sports","News","Shopping",100507385.000000,"OVERSON, VERNIE","RESIDENTIAL",594.000000,52530.000000,"ACTIVE","Sub_S2592"
"Shopping","News","Gaming",100507431.000000,"PRICH, GABRIEL","RESIDENTIAL",647.000000,67550.000000,"ACTIVE","Sub_S2593"
"Research","Soccer","Tennis",100510651.000000,"DARDON, MITCH","RESIDENTIAL",656.000000,86900.000000,"ACTIVE","Sub_S2594"
"Research","Soccer","Tennis",100511111.000000,"VIEBROCK, CLAUDE","RESIDENTIAL",731.000000,41920.000000,"ACTIVE","Sub_S2595"
"Attractions","Soccer","Fun",100511709.000000,"HANDS, DEMETRIUS","RESIDENTIAL",530.000000,33350.000000,"ACTIVE","Sub_S2596"
"Sports","News","Restaurants",100512077.000000,"CASAREZ, ABRAM","RESIDENTIAL",491.000000,63420.000000,"ACTIVE","Sub_S2597"
"News","Gaming","Stocks",100512215.000000,"GIRARDI, SHANTEL","RESIDENTIAL",623.000000,15670.000000,"ACTIVE","Sub_S2598"
"Attractions","Soccer","Fun",100512261.000000,"MAROTTI, CAROLL","RESIDENTIAL",661.000000,116450.000000,"ACTIVE","Sub_S2599"
"Travel","Soccer","Restaurants",100512491.000000,"STROWBRIDGE, ANTONIETTA","RESIDENTIAL",501.000000,57540.000000,"ACTIVE","Sub_S2600"
"Sports","News","Shopping",100512675.000000,"DURING, DELFINA","RESIDENTIAL",682.000000,177970.000000,"ACTIVE","Sub_S2601"
"Attractions","Soccer","Fun",100512997.000000,"FURBLUR, LORIE","RESIDENTIAL",598.000000,80750.000000,"ACTIVE","Sub_S2602"
"Stocks","News","Sports ",100515941.000000,"BROOK, RONALD","RESIDENTIAL",747.000000,145610.000000,"ACTIVE","Sub_S2603"
"Restaurants","Stocks","Travel",100516953.000000,"MURI, ALMEDA","RESIDENTIAL",559.000000,133800.000000,"ACTIVE","Sub_S2604"
"Travel","Stocks","News",100517873.000000,"SEAMEN, JACELYN","RESIDENTIAL",678.000000,172060.000000,"ACTIVE","Sub_S2605"
"Research","Soccer","Tennis",100518793.000000,"OBERBECK, DOVIE","RESIDENTIAL",806.000000,178340.000000,"ACTIVE","Sub_S2606"
"Shopping","Soccer","Tennis",100521599.000000,"TUDELA, CLAUD","RESIDENTIAL",806.000000,145750.000000,"ACTIVE","Sub_S2607"
"Research","Soccer","Tennis",100523439.000000,"CANADA, VINCENT","RESIDENTIAL",659.000000,98560.000000,"ACTIVE","Sub_S2608"
"Restaurants","Shopping","Travel",100525296.000000,"TWEDDLE, CASIMIRA","RESIDENTIAL",500.000000,24340.000000,"ACTIVE","Sub_S2609"
"Travel","Stocks","News",100525756.000000,"BRISBY, CRISTEN","RESIDENTIAL",559.000000,2030.000000,"ACTIVE","Sub_S2610"
"Restaurants","Stocks","Travel",100528010.000000,"STALWORTH, PRICILLA","RESIDENTIAL",418.000000,97770.000000,"ACTIVE","Sub_S2611"
"News","Gaming","Stocks",100528286.000000,"KINDERMAN, SHERIE","RESIDENTIAL",693.000000,85550.000000,"ACTIVE","Sub_S2612"
"Travel","Restaurants","Stocks",100528746.000000,"FLO, TOYA","RESIDENTIAL",765.000000,99930.000000,"ACTIVE","Sub_S2613"
"Shopping","Soccer","Tennis",100291838.000000,"HOEFLE, KURTIS","RESIDENTIAL",658.000000,78580.000000,"ACTIVE","Sub_S3025"
"Travel","Soccer","Restaurants",100293632.000000,"AVELLINO, MEAGAN","RESIDENTIAL",446.000000,60040.000000,"ACTIVE","Sub_S3026"
"Research","Soccer","Tennis",100294966.000000,"CONOLY, JULIA","RESIDENTIAL",567.000000,174310.000000,"ACTIVE","Sub_S3027"
"Soccer","Travel","Research ",100296346.000000,"POTHS, HA","RESIDENTIAL",763.000000,87060.000000,"ACTIVE","Sub_S3028"
"Research","Soccer","Tennis",100297312.000000,"CALVERT, ANNA","RESIDENTIAL",522.000000,49000.000000,"ACTIVE","Sub_S3029"
"News","Gaming","Stocks",100297450.000000,"LOISEL, RUEBEN","RESIDENTIAL",656.000000,18060.000000,"ACTIVE","Sub_S3030"
"Gaming","Shopping","Restaurants",100299060.000000,"RIVARD, TERESE","RESIDENTIAL",670.000000,184650.000000,"ACTIVE","Sub_S3031"
"Stocks","News","Sports ",100299842.000000,"BRAMSON, RAYMUNDO","RESIDENTIAL",649.000000,21200.000000,"ACTIVE","Sub_S3032"
"Travel","Soccer","Shopping",100299980.000000,"FREDICKS, ERLINE","RESIDENTIAL",793.000000,142310.000000,"ACTIVE","Sub_S3033"
"Sports","News","Shopping",100300578.000000,"LOSCHIAVO, DANNA","RESIDENTIAL",597.000000,105240.000000,"ACTIVE","Sub_S3034"
"Sports","News","Shopping",100300808.000000,"WOLFORD, PAULA","RESIDENTIAL",410.000000,194040.000000,"ACTIVE","Sub_S3035"
"Soccer","Travel","Research ",100301176.000000,"KOEHLER, ANTONIO","RESIDENTIAL",792.000000,54360.000000,"ACTIVE","Sub_S3036"
"Restaurants","Shopping","Travel",100301222.000000,"CARTER, OLGA","RESIDENTIAL",424.000000,180630.000000,"ACTIVE","Sub_S3037"
"Soccer","Shopping","Restaurants",100302280.000000,"LOUGHMAN, VINCE","RESIDENTIAL",695.000000,158710.000000,"ACTIVE","Sub_S3038"
"Shopping","Tennis","Restaurants",100302694.000000,"GARLICK, SON","RESIDENTIAL",710.000000,198430.000000,"ACTIVE","Sub_S3039"
"Soccer","Shopping","Restaurants",100303338.000000,"STREMEL, TRINITY","RESIDENTIAL",546.000000,68450.000000,"ACTIVE","Sub_S3040"
"Sports","News","Restaurants",100303476.000000,"GLAUS, ELSE","RESIDENTIAL",696.000000,6640.000000,"ACTIVE","Sub_S3041"
"Shopping","Soccer","Tennis",100303752.000000,"DISHAROON, DELCIE","RESIDENTIAL",570.000000,146170.000000,"ACTIVE","Sub_S3042"
"News","Stocks","Travel",100304396.000000,"WENCLAWIAK, QUIANA","RESIDENTIAL",810.000000,25420.000000,"ACTIVE","Sub_S3043"
"Travel","Soccer","Restaurants",100305546.000000,"CARRANO, MODESTO","RESIDENTIAL",751.000000,79960.000000,"ACTIVE","Sub_S3044"
"News","Stocks","Travel",100306604.000000,"TETRO, DOROTHY","RESIDENTIAL",614.000000,96420.000000,"ACTIVE","Sub_S3045"
"Research","Soccer","Tennis",100307478.000000,"BALLWEG, VIRGILIO","RESIDENTIAL",699.000000,57760.000000,"ACTIVE","Sub_S3046"
"Travel","Restaurants","Stocks",100308214.000000,"PEARLSTEIN, LEOLA","RESIDENTIAL",634.000000,196130.000000,"ACTIVE","Sub_S3047"
"News","Gaming","Stocks",100310146.000000,"SIZELOVE, TOBIE","RESIDENTIAL",546.000000,49540.000000,"ACTIVE","Sub_S3048"
"News","Gaming","Stocks",100310330.000000,"ONISHI, SHERRYL","RESIDENTIAL",730.000000,23300.000000,"ACTIVE","Sub_S3049"
"Travel","Soccer","Restaurants",100311066.000000,"MILKS, VERNELL","RESIDENTIAL",666.000000,78940.000000,"ACTIVE","Sub_S3050"
"Sports","News","Shopping",100312216.000000,"SHIMP, HILDEGARD","RESIDENTIAL",623.000000,61540.000000,"ACTIVE","Sub_S3051"
"Research","Soccer","Tennis",100312860.000000,"MONEAUX, LEANA","RESIDENTIAL",462.000000,178180.000000,"ACTIVE","Sub_S3052"
"Travel","Soccer","Shopping",100313044.000000,"RECAR, CATHRYN","RESIDENTIAL",658.000000,65170.000000,"ACTIVE","Sub_S3053"
"Travel","Restaurants","Stocks",100313320.000000,"BROADNAY, CAROLA","RESIDENTIAL",535.000000,127090.000000,"ACTIVE","Sub_S3054"
"Soccer","Shopping","Restaurants",100313826.000000,"HOWE, PENNY","RESIDENTIAL",636.000000,141040.000000,"ACTIVE","Sub_S3055"
"Sports","News","Restaurants",100087555.000000,"EVERHART, EMILY","RESIDENTIAL",764.000000,101600.000000,"ACTIVE","Sub_S3419"
"Shopping","News","Gaming",100093305.000000,"MEEHL, JAMIE","RESIDENTIAL",511.000000,20830.000000,"ACTIVE","Sub_S3420"
"News","Gaming","Stocks",100095007.000000,"SHULT, CHANDRA","RESIDENTIAL",620.000000,36710.000000,"ACTIVE","Sub_S3421"
"Shopping","News","Gaming",100097031.000000,"RARING, ADELAIDE","RESIDENTIAL",652.000000,11320.000000,"ACTIVE","Sub_S3422"
"Gaming","Shopping","Restaurants",100097491.000000,"BRASHEARS, SAMANTHA","RESIDENTIAL",693.000000,128440.000000,"ACTIVE","Sub_S3423"
"Sports","News","Restaurants",100100619.000000,"HEGGIE, MARIAH","RESIDENTIAL",622.000000,30030.000000,"ACTIVE","Sub_S3424"
"Shopping","Soccer","Tennis",100101217.000000,"JOHNSHOY, SHAYLA","RESIDENTIAL",432.000000,28120.000000,"ACTIVE","Sub_S3425"
"Gaming","Shopping","Restaurants",100102229.000000,"LICHTENFELD, GEORGETTA","RESIDENTIAL",629.000000,97950.000000,"ACTIVE","Sub_S3426"
"Restaurants","Shopping","Travel",100102459.000000,"GAYLE, JOANN","RESIDENTIAL",470.000000,143670.000000,"ACTIVE","Sub_S3427"
"Travel","Restaurants","Stocks",100102551.000000,"RABEY, DARNELL","RESIDENTIAL",572.000000,38420.000000,"ACTIVE","Sub_S3428"
"Restaurants","Shopping","Travel",100103609.000000,"OSBORNE, JOE","RESIDENTIAL",425.000000,171100.000000,"ACTIVE","Sub_S3429"
"News","Stocks","Travel",100105403.000000,"ALCORN, RENITA","RESIDENTIAL",608.000000,193370.000000,"ACTIVE","Sub_S3430"
"Sports","News","Restaurants",100106507.000000,"JESSEE, MARAGARET","RESIDENTIAL",524.000000,135680.000000,"ACTIVE","Sub_S3431"
"Travel","Restaurants","Stocks",100107059.000000,"COPPOLINO, ARDIS","RESIDENTIAL",673.000000,182800.000000,"ACTIVE","Sub_S3432"
"Shopping","News","Gaming",100107381.000000,"PRIVETTE, TINA","RESIDENTIAL",596.000000,67340.000000,"ACTIVE","Sub_S3433"
"Travel","Stocks","News",100107887.000000,"STEADY, PALMA","RESIDENTIAL",697.000000,102410.000000,"ACTIVE","Sub_S3434"
"Sports","News","Shopping",100108025.000000,"KENNAN, DALTON","RESIDENTIAL",434.000000,163690.000000,"ACTIVE","Sub_S3435"
"Soccer","Travel","Research ",100108991.000000,"KAUBLE, TAMMY","RESIDENTIAL",592.000000,61760.000000,"ACTIVE","Sub_S3436"
"Soccer","Shopping","Restaurants",100110187.000000,"VERBECK, LYNDA","RESIDENTIAL",606.000000,123080.000000,"ACTIVE","Sub_S3437"
"Travel","Soccer","Restaurants",100111475.000000,"BOLKA, NORMAND","RESIDENTIAL",678.000000,148200.000000,"ACTIVE","Sub_S3438"
"Soccer","Travel","Research ",100112257.000000,"MANCA, NANA","RESIDENTIAL",664.000000,45340.000000,"ACTIVE","Sub_S3439"
"Travel","Restaurants","Stocks",100112625.000000,"RHYNE, KERMIT","RESIDENTIAL",639.000000,18570.000000,"ACTIVE","Sub_S3440"
"Restaurants","Shopping","Travel",100113039.000000,"GLIUES, DEVON","RESIDENTIAL",649.000000,71760.000000,"ACTIVE","Sub_S3441"
"Travel","Soccer","Restaurants",100115523.000000,"HESTERMAN, TAMIKO","RESIDENTIAL",738.000000,120670.000000,"ACTIVE","Sub_S3442"
"Restaurants","Shopping","Travel",100116121.000000,"NAISH, MARY","RESIDENTIAL",531.000000,156550.000000,"ACTIVE","Sub_S3443"
"Travel","Restaurants","Stocks",100118099.000000,"PORTERFIELD, ARDELLE","RESIDENTIAL",515.000000,55760.000000,"ACTIVE","Sub_S3444"
"Shopping","Soccer","Tennis",100118237.000000,"LUCCHESE, NATOSHA","RESIDENTIAL",655.000000,132610.000000,"ACTIVE","Sub_S3445"
"News","Gaming","Stocks",100118973.000000,"STRAIGHT, DICK","RESIDENTIAL",587.000000,192770.000000,"ACTIVE","Sub_S3446"
"Travel","Soccer","Shopping",100119525.000000,"SCHORZMAN, TABATHA","RESIDENTIAL",739.000000,36240.000000,"ACTIVE","Sub_S3447"
"Sports","News","Restaurants",100121595.000000,"BROWNELL, HARMONY","RESIDENTIAL",807.000000,70450.000000,"ACTIVE","Sub_S3448"
"Shopping","News","Gaming",100272472.000000,"ZOGLMANN, VELMA","RESIDENTIAL",484.000000,68730.000000,"ACTIVE","Sub_S2993"
"Gaming","Shopping","Restaurants",100272518.000000,"CORGIAT, SABRA","RESIDENTIAL",523.000000,66330.000000,"ACTIVE","Sub_S2994"
"Stocks","News","Sports ",100273208.000000,"TOREZ, NOELLE","RESIDENTIAL",411.000000,45900.000000,"ACTIVE","Sub_S2995"
"Soccer","Travel","Research ",100273806.000000,"WYGLE, LATANYA","RESIDENTIAL",622.000000,174410.000000,"ACTIVE","Sub_S2996"
"Travel","Restaurants","Stocks",100274450.000000,"ORBECK, HERMINA","RESIDENTIAL",465.000000,129100.000000,"ACTIVE","Sub_S2997"
"Research","Soccer","Tennis",100274864.000000,"LESHURE, MARILYNN","RESIDENTIAL",475.000000,9800.000000,"ACTIVE","Sub_S2998"
"Travel","Restaurants","Stocks",100275002.000000,"PASKERT, CUC","RESIDENTIAL",612.000000,199650.000000,"ACTIVE","Sub_S2999"
"Restaurants","Shopping","Travel",100276060.000000,"KNIGHTLY, LAWANNA","RESIDENTIAL",466.000000,3000.000000,"ACTIVE","Sub_S3000"
"Soccer","Shopping","Restaurants",100277072.000000,"MISKIN, VICKIE","RESIDENTIAL",687.000000,126680.000000,"ACTIVE","Sub_S3001"
"News","Stocks","Travel",100278360.000000,"LICHLITER, LUCAS","RESIDENTIAL",774.000000,77990.000000,"ACTIVE","Sub_S3002"
"News","Gaming","Stocks",100279326.000000,"DAHMER, ARDELLE","RESIDENTIAL",532.000000,44660.000000,"ACTIVE","Sub_S3003"
"Travel","Restaurants","Stocks",100279556.000000,"DETONE, MYRTIS","RESIDENTIAL",765.000000,130040.000000,"ACTIVE","Sub_S3004"
"Sports","News","Shopping",100280614.000000,"ROQUEMORE, ENOCH","RESIDENTIAL",629.000000,176320.000000,"ACTIVE","Sub_S3005"
"Soccer","Shopping","Restaurants",100281718.000000,"SECKLER, RAYLENE","RESIDENTIAL",531.000000,59160.000000,"ACTIVE","Sub_S3006"
"Travel","Restaurants","Stocks",100281994.000000,"ROUGH, KAY","RESIDENTIAL",807.000000,86320.000000,"ACTIVE","Sub_S3007"
"Gaming","Shopping","Restaurants",100282178.000000,"POLIDORI, MARYLOU","RESIDENTIAL",580.000000,90230.000000,"ACTIVE","Sub_S3008"
"Travel","Stocks","News",100282408.000000,"SOLARI, EVELIA","RESIDENTIAL",427.000000,31840.000000,"ACTIVE","Sub_S3009"
"Gaming","Shopping","Restaurants",100282546.000000,"HELMBRIGHT, LACY","RESIDENTIAL",566.000000,114300.000000,"ACTIVE","Sub_S3010"
"Stocks","News","Sports ",100282868.000000,"ROBERSON, TRACI","RESIDENTIAL",484.000000,38580.000000,"ACTIVE","Sub_S3011"
"Soccer","Shopping","Restaurants",100283236.000000,"CRAWFORD, SATURNINA","RESIDENTIAL",452.000000,156260.000000,"ACTIVE","Sub_S3012"
"Travel","Restaurants","Stocks",100283926.000000,"DRABICKI, KORI","RESIDENTIAL",731.000000,7200.000000,"ACTIVE","Sub_S3013"
"Stocks","News","Sports ",100284018.000000,"PESCHONG, KACEY","RESIDENTIAL",430.000000,21450.000000,"ACTIVE","Sub_S3014"
"Travel","Soccer","Restaurants",100284800.000000,"WILTROUT, HUEY","RESIDENTIAL",403.000000,195670.000000,"ACTIVE","Sub_S3015"
"Gaming","Shopping","Restaurants",100284984.000000,"BARRERA, ZACKARY","RESIDENTIAL",588.000000,61810.000000,"ACTIVE","Sub_S3016"
"Stocks","News","Sports ",100286456.000000,"SAGUIL, LOAN","RESIDENTIAL",472.000000,60370.000000,"ACTIVE","Sub_S3017"
"Travel","Soccer","Shopping",100398270.000000,"FREDO, GINGER","RESIDENTIAL",691.000000,187510.000000,"ACTIVE","Sub_S3139"
"Shopping","News","Gaming",100398408.000000,"KNICKMAN, BENITO","RESIDENTIAL",416.000000,37440.000000,"ACTIVE","Sub_S3140"
"Sports","News","Shopping",100398454.000000,"MICHEALS, WINIFRED","RESIDENTIAL",463.000000,42590.000000,"ACTIVE","Sub_S3141"
"Research","Soccer","Tennis",100400064.000000,"KAGEL, LONA","RESIDENTIAL",473.000000,151050.000000,"ACTIVE","Sub_S3142"
"Soccer","Travel","Research ",100403330.000000,"STREITZ, VICKEY","RESIDENTIAL",546.000000,176340.000000,"ACTIVE","Sub_S3143"
"Shopping","Soccer","Tennis",100530034.000000,"LAMONICA, MAGDALENA","RESIDENTIAL",442.000000,84210.000000,"ACTIVE","Sub_S2614"
"Travel","Soccer","Shopping",100531092.000000,"RADOMSKI, MARLENA","RESIDENTIAL",711.000000,134970.000000,"ACTIVE","Sub_S2615"
"Sports","News","Restaurants",100531230.000000,"GASCHKE, KARISSA","RESIDENTIAL",441.000000,59730.000000,"ACTIVE","Sub_S2616"
"Travel","Soccer","Restaurants",100531598.000000,"BAPTISTE, JESSIE","RESIDENTIAL",817.000000,72600.000000,"ACTIVE","Sub_S2617"
"Attractions","Soccer","Fun",100531782.000000,"REID, SUZETTE","RESIDENTIAL",603.000000,14230.000000,"ACTIVE","Sub_S2618"
"Travel","Stocks","News",100532472.000000,"SHRY, SHELDON","RESIDENTIAL",487.000000,160790.000000,"ACTIVE","Sub_S2619"
"Travel","Stocks","News",100532886.000000,"MAZZETTI, ELEASE","RESIDENTIAL",497.000000,31960.000000,"ACTIVE","Sub_S2620"
"Sports","News","Shopping",100533116.000000,"KAPICHOK, TOBIAS","RESIDENTIAL",724.000000,149750.000000,"ACTIVE","Sub_S2621"
"News","Gaming","Stocks",100533484.000000,"DOIRE, LACY","RESIDENTIAL",704.000000,109190.000000,"ACTIVE","Sub_S2622"
"Travel","Soccer","Shopping",100533530.000000,"JAINLETT, DARIN","RESIDENTIAL",734.000000,119300.000000,"ACTIVE","Sub_S2623"
"Attractions","Soccer","Fun",100533576.000000,"BAUMGART, DANUTA","RESIDENTIAL",790.000000,43480.000000,"ACTIVE","Sub_S2624"
"Soccer","Shopping","Restaurants",100534496.000000,"KIKKERT, SHAYNA","RESIDENTIAL",498.000000,113430.000000,"ACTIVE","Sub_S2625"
"Shopping","News","Gaming",100535462.000000,"LENSER, LEMUEL","RESIDENTIAL",667.000000,52380.000000,"ACTIVE","Sub_S2626"
"Travel","Stocks","News",100536106.000000,"SALVAGGIO, TAISHA","RESIDENTIAL",522.000000,2570.000000,"ACTIVE","Sub_S2627"
"Soccer","Travel","Research ",100536474.000000,"THRASH, MARI","RESIDENTIAL",482.000000,126490.000000,"ACTIVE","Sub_S2628"
"Restaurants","Stocks","Travel",100537026.000000,"SUNDERLAND, LANELL","RESIDENTIAL",632.000000,157120.000000,"ACTIVE","Sub_S2629"
"Stocks","News","Sports ",100537164.000000,"DYL, PENNIE","RESIDENTIAL",776.000000,24040.000000,"ACTIVE","Sub_S2630"
"Gaming","Shopping","Restaurants",100540568.000000,"KIZZEE, MIGNON","RESIDENTIAL",569.000000,10300.000000,"ACTIVE","Sub_S2631"
"Restaurants","Stocks","Travel",100542454.000000,"GRASSMAN, PINKIE","RESIDENTIAL",463.000000,85120.000000,"ACTIVE","Sub_S2632"
"Stocks","News","Sports ",100542546.000000,"PETZ, CHASTITY","RESIDENTIAL",563.000000,162470.000000,"ACTIVE","Sub_S2633"
"Restaurants","Shopping","Travel",100543328.000000,"BUHMANN, HELGA","RESIDENTIAL",541.000000,79260.000000,"ACTIVE","Sub_S2634"
"Soccer","Travel","Research ",100544524.000000,"NAGEL, GENA","RESIDENTIAL",544.000000,25200.000000,"ACTIVE","Sub_S2635"
"Sports","News","Restaurants",100545260.000000,"IUCHS, ROXANN","RESIDENTIAL",466.000000,65700.000000,"ACTIVE","Sub_S2636"
"Travel","Soccer","Shopping",100546042.000000,"SWARINGEN, ELIZABETH","RESIDENTIAL",463.000000,180080.000000,"ACTIVE","Sub_S2637"
"Restaurants","Shopping","Travel",100547146.000000,"ABELAR, ANGLA","RESIDENTIAL",766.000000,2660.000000,"ACTIVE","Sub_S2638"
"News","Gaming","Stocks",100547836.000000,"AULT, ISABELLA","RESIDENTIAL",639.000000,77480.000000,"ACTIVE","Sub_S2639"
"Travel","Restaurants","Stocks",100548158.000000,"LUI, RUTHA","RESIDENTIAL",561.000000,65260.000000,"ACTIVE","Sub_S2640"
"Travel","Restaurants","Stocks",100551102.000000,"SINKA, TRACY","RESIDENTIAL",707.000000,95270.000000,"ACTIVE","Sub_S2641"
"Soccer","Travel","Research ",100551194.000000,"WILL, WILTON","RESIDENTIAL",807.000000,4800.000000,"ACTIVE","Sub_S2642"
"Travel","Restaurants","Stocks",100553540.000000,"BRONSON, OLLIE","RESIDENTIAL",743.000000,161960.000000,"ACTIVE","Sub_S2643"
"News","Gaming","Stocks",100554644.000000,"CHOLULA, MACKENZIE","RESIDENTIAL",648.000000,15590.000000,"ACTIVE","Sub_S2644"
"Shopping","News","Gaming",100314516.000000,"NUNLEE, MALIKA","RESIDENTIAL",536.000000,43880.000000,"ACTIVE","Sub_S3056"
"Restaurants","Stocks","Travel",100315022.000000,"MCKASKLE, PERRY","RESIDENTIAL",630.000000,179430.000000,"ACTIVE","Sub_S3057"
"Research","Soccer","Tennis",100315666.000000,"AMRINE, OK","RESIDENTIAL",468.000000,152940.000000,"ACTIVE","Sub_S3058"
"Attractions","Soccer","Fun",100319438.000000,"COMEE, REDA","RESIDENTIAL",638.000000,54700.000000,"ACTIVE","Sub_S3059"
"Travel","Stocks","News",100320128.000000,"LEVENS, DEANGELO","RESIDENTIAL",542.000000,111690.000000,"ACTIVE","Sub_S3060"
"Gaming","Shopping","Restaurants",100320588.000000,"GAILLARD, ZACHARIAH","RESIDENTIAL",605.000000,192720.000000,"ACTIVE","Sub_S3061"
"News","Gaming","Stocks",100320818.000000,"ECKLUND, GENEVIEVE","RESIDENTIAL",433.000000,125380.000000,"ACTIVE","Sub_S3062"
"Sports","News","Restaurants",100321554.000000,"HIROTA, SHAVON","RESIDENTIAL",763.000000,89810.000000,"ACTIVE","Sub_S3063"
"Soccer","Shopping","Restaurants",100324176.000000,"ROBINETTE, JACOB","RESIDENTIAL",583.000000,37560.000000,"ACTIVE","Sub_S3064"
"Travel","Restaurants","Stocks",100325004.000000,"JACOBSON, CARI","RESIDENTIAL",612.000000,63500.000000,"ACTIVE","Sub_S3065"
"Stocks","News","Sports ",100325648.000000,"HEASLIP, DORA","RESIDENTIAL",468.000000,153560.000000,"ACTIVE","Sub_S3066"
"Attractions","Soccer","Fun",100327212.000000,"PEREGO, FONDA","RESIDENTIAL",413.000000,169120.000000,"ACTIVE","Sub_S3067"
"Sports","News","Shopping",100331231.000000,"FORSHEY, EMORY","RESIDENTIAL",447.000000,149350.000000,"ACTIVE","Sub_S3068"
"Shopping","Tennis","Restaurants",100331645.000000,"VANSCIVER, JACQUIE","RESIDENTIAL",454.000000,165130.000000,"ACTIVE","Sub_S3069"
"Travel","Stocks","News",100333301.000000,"OSSMAN, LASHAUNDA","RESIDENTIAL",520.000000,121470.000000,"ACTIVE","Sub_S3070"
